case_id,family,true_action,safety_critical,cue_clarity,text_specificity,physical_affordance,distractor_strength,cue_text_conflict,text_only_score,text_only_prediction,text_only_clarify,captioned_cues_score,captioned_cues_prediction,captioned_cues_clarify,embodied_prompt_graph_score,embodied_prompt_graph_prediction,embodied_prompt_graph_clarify
gaze-held_object_handover_036,gaze-held object handover,accept_handover,0,0.7625,0.3327,0.7931,0.4012,0,0.254,clarify,1,0.5862,accept_handover,0,0.6418,accept_handover,0
gaze-held_object_handover_037,gaze-held object handover,accept_handover,0,0.6081,0.2207,0.7043,0.1872,0,0.2566,clarify,1,0.4846,align_and_place,0,0.6532,accept_handover,0
gaze-held_object_handover_038,gaze-held object handover,accept_handover,0,0.925,0.2173,0.5287,0.0764,0,0.305,clarify,1,0.6746,accept_handover,0,0.6816,accept_handover,0
gaze-held_object_handover_039,gaze-held object handover,accept_handover,0,0.5943,0.3171,0.8746,0.3404,0,0.3132,clarify,1,0.4735,halt,0,0.6857,accept_handover,0
gaze-held_object_handover_040,gaze-held object handover,accept_handover,0,0.6255,0.4703,0.7447,0.1571,0,0.3744,clarify,1,0.6387,accept_handover,0,0.6778,accept_handover,0
gaze-held_object_handover_041,gaze-held object handover,accept_handover,0,0.8628,0.2098,0.6705,0.2252,0,0.1081,clarify,1,0.6132,accept_handover,0,0.6972,accept_handover,0
gaze-held_object_handover_042,gaze-held object handover,accept_handover,0,0.8434,0.3464,0.8365,0.1073,0,0.3863,follow_path,0,0.6092,accept_handover,0,0.7802,accept_handover,0
gaze-held_object_handover_043,gaze-held object handover,accept_handover,0,0.7599,0.3284,0.6789,0.1226,0,0.3522,clarify,1,0.6585,accept_handover,0,0.7513,accept_handover,0
gaze-held_object_handover_044,gaze-held object handover,accept_handover,0,0.7216,0.4821,1.0,0.2929,0,0.3389,clarify,1,0.5621,accept_handover,0,0.7176,accept_handover,0
gaze-held_object_handover_045,gaze-held object handover,accept_handover,0,0.8872,0.4881,0.8725,0.1722,0,0.5516,accept_handover,0,0.635,accept_handover,0,0.8631,accept_handover,0
gaze-held_object_handover_046,gaze-held object handover,accept_handover,0,0.6309,0.6222,0.6285,0.4299,0,0.3695,clarify,1,0.5371,accept_handover,0,0.6112,accept_handover,0
gaze-held_object_handover_047,gaze-held object handover,accept_handover,0,0.7763,0.0623,0.8978,0.0554,0,0.2392,clarify,1,0.5507,accept_handover,0,0.8159,accept_handover,0
gaze-held_object_handover_048,gaze-held object handover,accept_handover,0,0.4841,0.6572,0.9102,0.295,0,0.4516,align_and_place,0,0.528,accept_handover,0,0.6601,accept_handover,0
gaze-held_object_handover_049,gaze-held object handover,accept_handover,0,0.6786,0.5869,0.7127,0.3677,0,0.399,follow_path,0,0.582,accept_handover,0,0.6267,accept_handover,0
gaze-held_object_handover_050,gaze-held object handover,accept_handover,0,0.6413,0.2044,0.6235,0.17,0,0.1876,clarify,1,0.5383,accept_handover,0,0.6088,accept_handover,0
gaze-held_object_handover_051,gaze-held object handover,accept_handover,0,0.6369,0.6864,0.6636,0.4556,1,0.2754,clarify,1,0.3103,clarify,1,0.5972,accept_handover,0
gaze-held_object_handover_052,gaze-held object handover,accept_handover,0,0.8659,0.4755,0.802,0.0,0,0.56,accept_handover,0,0.6762,accept_handover,0,0.7909,accept_handover,0
gaze-held_object_handover_053,gaze-held object handover,accept_handover,0,0.5697,0.381,0.7285,0.3479,0,0.2904,clarify,1,0.4331,move_to_target,0,0.6197,accept_handover,0
gaze-held_object_handover_054,gaze-held object handover,accept_handover,0,0.7571,0.4839,0.845,0.562,1,0.2207,clarify,1,0.3766,clarify,1,0.7113,accept_handover,0
gaze-held_object_handover_055,gaze-held object handover,accept_handover,0,0.762,0.6197,0.5775,0.0037,0,0.4861,follow_path,0,0.6293,accept_handover,0,0.7263,accept_handover,0
gaze-held_object_handover_056,gaze-held object handover,accept_handover,0,0.7501,0.3119,0.823,0.2117,0,0.3522,clarify,1,0.6898,accept_handover,0,0.7095,accept_handover,0
gaze-held_object_handover_057,gaze-held object handover,accept_handover,0,0.736,0.613,0.5109,0.5155,1,0.314,clarify,1,0.351,clarify,1,0.6008,accept_handover,0
gaze-held_object_handover_058,gaze-held object handover,accept_handover,0,0.7653,0.6486,0.7624,0.405,0,0.3153,clarify,1,0.5971,accept_handover,0,0.7239,accept_handover,0
gaze-held_object_handover_059,gaze-held object handover,accept_handover,0,0.7469,0.6044,0.9548,0.0637,0,0.5242,accept_handover,0,0.674,accept_handover,0,0.69,accept_handover,0
gaze-held_object_handover_060,gaze-held object handover,accept_handover,0,0.9111,0.4939,0.8992,0.0393,0,0.5411,accept_handover,0,0.7376,accept_handover,0,0.7375,accept_handover,0
gaze-held_object_handover_061,gaze-held object handover,accept_handover,0,0.5583,0.8472,0.534,0.3645,0,0.5149,avoid_fixture,0,0.5243,accept_handover,0,0.5112,avoid_fixture,0
gaze-held_object_handover_062,gaze-held object handover,accept_handover,0,0.9515,0.4115,0.8183,0.4839,0,0.3298,clarify,1,0.7046,accept_handover,0,0.7842,accept_handover,0
gaze-held_object_handover_063,gaze-held object handover,accept_handover,0,0.8609,0.4709,0.7848,0.3954,0,0.3607,clarify,1,0.5526,accept_handover,0,0.8146,accept_handover,0
gaze-held_object_handover_064,gaze-held object handover,accept_handover,0,0.5741,0.303,0.6736,0.0059,0,0.2714,clarify,1,0.5824,accept_handover,0,0.5887,accept_handover,0
gaze-held_object_handover_065,gaze-held object handover,accept_handover,0,0.8309,0.2027,0.9177,0.268,0,0.1799,clarify,1,0.6263,accept_handover,0,0.7668,accept_handover,0
gaze-held_object_handover_066,gaze-held object handover,accept_handover,0,0.7717,0.1288,0.8372,0.2037,0,0.2588,clarify,1,0.4978,avoid_fixture,0,0.6682,accept_handover,0
gaze-held_object_handover_067,gaze-held object handover,accept_handover,0,0.6995,0.4801,0.8382,0.0427,0,0.4417,follow_path,0,0.6262,accept_handover,0,0.6791,accept_handover,0
gaze-held_object_handover_068,gaze-held object handover,accept_handover,0,0.6358,0.4386,0.7506,0.1269,0,0.4123,avoid_fixture,0,0.4629,halt,0,0.7008,accept_handover,0
gaze-held_object_handover_069,gaze-held object handover,accept_handover,0,0.4128,0.5067,0.8226,0.4435,1,0.0594,clarify,1,0.2824,clarify,1,0.5865,accept_handover,0
gaze-held_object_handover_070,gaze-held object handover,accept_handover,0,0.6633,0.4902,0.8379,0.2311,0,0.4294,halt,0,0.5453,accept_handover,0,0.6821,accept_handover,0
gaze-held_object_handover_071,gaze-held object handover,accept_handover,0,0.8346,0.5198,0.8762,0.3057,0,0.4317,avoid_fixture,0,0.6297,accept_handover,0,0.7982,accept_handover,0
gaze-held_object_handover_072,gaze-held object handover,accept_handover,0,0.7477,0.2425,0.8925,0.0,0,0.3445,clarify,1,0.5414,accept_handover,0,0.7966,accept_handover,0
gaze-held_object_handover_073,gaze-held object handover,accept_handover,0,0.6018,0.5099,0.7917,0.2382,0,0.4326,avoid_fixture,0,0.5219,accept_handover,0,0.6414,accept_handover,0
gaze-held_object_handover_074,gaze-held object handover,accept_handover,0,0.7669,0.7023,0.8428,0.1834,0,0.5131,align_and_place,0,0.6226,accept_handover,0,0.7533,accept_handover,0
gaze-held_object_handover_075,gaze-held object handover,accept_handover,0,0.4908,0.1603,0.8574,0.2062,0,0.1498,clarify,1,0.5234,accept_handover,0,0.5716,accept_handover,0
gaze-held_object_handover_076,gaze-held object handover,accept_handover,0,0.5986,0.3841,0.798,0.4058,0,0.3358,clarify,1,0.4488,halt,0,0.4984,follow_path,0
gaze-held_object_handover_077,gaze-held object handover,accept_handover,0,0.6974,0.3887,0.8331,0.1496,0,0.2623,clarify,1,0.6065,accept_handover,0,0.7025,accept_handover,0
gaze-held_object_handover_078,gaze-held object handover,accept_handover,0,0.7424,0.5708,0.5542,0.394,0,0.3557,clarify,1,0.5763,accept_handover,0,0.5829,accept_handover,0
gaze-held_object_handover_079,gaze-held object handover,accept_handover,0,0.8319,0.3136,0.8129,0.0,0,0.3845,align_and_place,0,0.6654,accept_handover,0,0.7612,accept_handover,0
gaze-held_object_handover_080,gaze-held object handover,accept_handover,0,0.8592,0.3061,0.7996,0.0762,0,0.2622,clarify,1,0.7825,accept_handover,0,0.8098,accept_handover,0
gaze-held_object_handover_081,gaze-held object handover,accept_handover,0,0.9797,0.5318,0.6116,0.2681,0,0.5532,accept_handover,0,0.6845,accept_handover,0,0.6699,accept_handover,0
gaze-held_object_handover_082,gaze-held object handover,accept_handover,0,0.7445,0.2254,0.7605,0.2314,0,0.2706,clarify,1,0.4933,align_and_place,0,0.7275,accept_handover,0
gaze-held_object_handover_083,gaze-held object handover,accept_handover,0,0.6018,0.451,0.7412,0.3936,0,0.356,clarify,1,0.4708,avoid_fixture,0,0.6704,accept_handover,0
gaze-held_object_handover_084,gaze-held object handover,accept_handover,0,0.5595,0.3698,0.8041,0.0608,0,0.4911,halt,0,0.5633,accept_handover,0,0.6465,accept_handover,0
gaze-held_object_handover_085,gaze-held object handover,accept_handover,0,0.6155,0.5308,0.8778,0.3061,0,0.4782,avoid_fixture,0,0.531,accept_handover,0,0.6298,accept_handover,0
gaze-held_object_handover_086,gaze-held object handover,accept_handover,0,0.5103,0.3195,0.6271,0.0564,0,0.3544,clarify,1,0.4913,avoid_fixture,0,0.4861,avoid_fixture,0
gaze-held_object_handover_087,gaze-held object handover,accept_handover,0,0.7046,0.6641,0.8155,0.2064,0,0.4989,follow_path,0,0.606,accept_handover,0,0.7125,accept_handover,0
gaze-held_object_handover_088,gaze-held object handover,accept_handover,0,0.6035,0.2187,0.4789,0.0442,0,0.3959,halt,0,0.5472,accept_handover,0,0.6177,accept_handover,0
gaze-held_object_handover_089,gaze-held object handover,accept_handover,0,0.7976,0.3725,0.8212,0.0,0,0.3598,clarify,1,0.615,accept_handover,0,0.7245,accept_handover,0
open_palm_stop_during_approach_000,open palm stop during approach,halt,1,0.7374,0.7501,0.6029,0.0496,0,0.5564,halt,0,0.765,halt,0,0.7098,halt,0
open_palm_stop_during_approach_001,open palm stop during approach,halt,1,1.0,0.4833,0.5689,0.1434,0,0.4507,move_to_target,0,0.7763,halt,0,0.6982,halt,0
open_palm_stop_during_approach_002,open palm stop during approach,halt,1,0.9538,0.5368,0.492,0.023,0,0.518,move_to_target,0,0.7498,halt,0,0.7038,halt,0
open_palm_stop_during_approach_003,open palm stop during approach,halt,1,0.7838,0.7196,0.7102,0.0,0,0.6877,halt,0,0.6975,halt,0,0.8003,halt,0
open_palm_stop_during_approach_004,open palm stop during approach,halt,1,0.922,0.6326,0.498,0.0,0,0.6305,halt,0,0.7491,halt,0,0.7025,halt,0
open_palm_stop_during_approach_005,open palm stop during approach,halt,1,0.8303,0.2008,0.5227,0.0,0,0.272,move_to_target,1,0.7409,halt,0,0.5716,halt,0
open_palm_stop_during_approach_006,open palm stop during approach,halt,1,0.8627,0.648,0.6464,0.0825,0,0.4744,move_to_target,0,0.6931,halt,0,0.6389,halt,0
open_palm_stop_during_approach_007,open palm stop during approach,halt,1,1.0,0.7808,0.4463,0.0271,0,0.6933,halt,0,0.839,halt,0,0.6469,halt,0
open_palm_stop_during_approach_008,open palm stop during approach,halt,1,1.0,0.8142,0.7854,0.1558,0,0.5751,halt,0,0.7478,halt,0,0.8394,halt,0
open_palm_stop_during_approach_009,open palm stop during approach,halt,1,0.9567,0.6725,0.6725,0.4188,0,0.4605,move_to_target,0,0.6526,halt,0,0.6769,halt,0
open_palm_stop_during_approach_010,open palm stop during approach,halt,1,1.0,0.5928,0.6567,0.0333,0,0.5712,halt,0,0.7848,halt,0,0.8638,halt,0
open_palm_stop_during_approach_011,open palm stop during approach,halt,1,0.8282,0.4702,0.5841,0.0,0,0.4376,move_to_target,0,0.7261,halt,0,0.6891,halt,0
open_palm_stop_during_approach_012,open palm stop during approach,halt,1,0.7901,0.4781,0.5094,0.0,0,0.4766,move_to_target,0,0.6057,halt,0,0.6579,halt,0
open_palm_stop_during_approach_013,open palm stop during approach,halt,1,0.9898,0.5071,0.7505,0.0,0,0.5316,halt,0,0.8855,halt,0,0.8637,halt,0
open_palm_stop_during_approach_014,open palm stop during approach,halt,1,0.9912,0.5524,0.4946,0.0551,0,0.562,halt,0,0.7812,halt,0,0.7032,halt,0
open_palm_stop_during_approach_015,open palm stop during approach,halt,1,1.0,0.221,0.4738,0.0,0,0.3772,move_to_target,1,0.7363,halt,0,0.746,halt,0
open_palm_stop_during_approach_016,open palm stop during approach,halt,1,0.7952,0.6635,0.806,0.0643,0,0.5208,halt,0,0.7686,halt,0,0.7649,halt,0
open_palm_stop_during_approach_017,open palm stop during approach,halt,1,0.7401,0.5338,0.6793,0.0164,0,0.4735,move_to_target,0,0.636,halt,0,0.6606,halt,0
open_palm_stop_during_approach_018,open palm stop during approach,halt,1,0.8371,0.6446,0.3494,0.0,0,0.5023,move_to_target,0,0.7646,halt,0,0.6809,halt,0
open_palm_stop_during_approach_019,open palm stop during approach,halt,1,0.8923,0.6727,0.6193,0.1505,0,0.5816,halt,0,0.7839,halt,0,0.6669,halt,0
open_palm_stop_during_approach_020,open palm stop during approach,halt,1,0.8592,0.507,0.8156,0.0,0,0.4,move_to_target,0,0.7261,halt,0,0.8678,halt,0
open_palm_stop_during_approach_021,open palm stop during approach,halt,1,0.9361,0.5806,0.4925,0.3353,0,0.4495,move_to_target,0,0.7373,halt,0,0.7281,halt,0
open_palm_stop_during_approach_022,open palm stop during approach,halt,1,0.8876,0.8385,0.4587,0.0221,0,0.724,halt,0,0.7174,halt,0,0.6724,halt,0
open_palm_stop_during_approach_023,open palm stop during approach,halt,1,0.8679,0.6762,0.6957,0.0052,0,0.5678,halt,0,0.7671,halt,0,0.7044,halt,0
open_palm_stop_during_approach_024,open palm stop during approach,halt,1,1.0,0.5892,0.6419,0.1156,0,0.5468,halt,0,0.7596,halt,0,0.6898,halt,0
open_palm_stop_during_approach_025,open palm stop during approach,halt,1,0.8406,0.5988,0.5675,0.3051,0,0.4683,move_to_target,0,0.5715,halt,0,0.6175,halt,0
open_palm_stop_during_approach_026,open palm stop during approach,halt,1,0.8,0.3229,0.5042,0.3345,0,0.3274,move_to_target,1,0.5569,halt,0,0.5939,halt,0
open_palm_stop_during_approach_027,open palm stop during approach,halt,1,0.9195,0.405,0.4183,0.1828,0,0.4462,move_to_target,0,0.6383,halt,0,0.6453,halt,0
open_palm_stop_during_approach_028,open palm stop during approach,halt,1,0.7061,0.8178,0.8374,0.1494,0,0.6296,halt,0,0.6946,halt,0,0.6854,halt,0
open_palm_stop_during_approach_029,open palm stop during approach,halt,1,0.9521,0.5206,0.5789,0.0,0,0.4502,move_to_target,0,0.6539,halt,0,0.8456,halt,0
open_palm_stop_during_approach_030,open palm stop during approach,halt,1,0.9193,0.4829,0.707,0.0,0,0.657,halt,0,0.7525,halt,0,0.7396,halt,0
open_palm_stop_during_approach_031,open palm stop during approach,halt,1,0.708,0.6497,0.4649,0.3583,0,0.4978,move_to_target,0,0.4136,clarify,1,0.6079,halt,0
open_palm_stop_during_approach_032,open palm stop during approach,halt,1,0.7893,0.5421,0.4657,0.1042,0,0.5167,move_to_target,0,0.6498,halt,0,0.6012,halt,0
open_palm_stop_during_approach_033,open palm stop during approach,halt,1,0.8041,0.5726,0.7659,0.2042,0,0.4451,move_to_target,0,0.7412,halt,0,0.771,halt,0
open_palm_stop_during_approach_034,open palm stop during approach,halt,1,0.9929,0.2254,0.6098,0.1471,0,0.2721,move_to_target,1,0.6976,halt,0,0.7544,halt,0
open_palm_stop_during_approach_035,open palm stop during approach,halt,1,0.6929,0.7269,0.7602,0.3168,0,0.5892,halt,0,0.6964,halt,0,0.7469,halt,0
open_palm_stop_during_approach_036,open palm stop during approach,halt,1,0.9754,0.643,0.438,0.0,0,0.5535,halt,0,0.8726,halt,0,0.6964,halt,0
open_palm_stop_during_approach_037,open palm stop during approach,halt,1,0.7976,0.7061,0.5044,0.1003,0,0.5583,halt,0,0.6792,halt,0,0.5808,halt,0
open_palm_stop_during_approach_038,open palm stop during approach,halt,1,1.0,0.4313,0.6744,0.0791,0,0.4316,move_to_target,0,0.6553,halt,0,0.8032,halt,0
open_palm_stop_during_approach_039,open palm stop during approach,halt,1,1.0,0.5359,0.695,0.0,0,0.5627,halt,0,0.7411,halt,0,0.7665,halt,0
open_palm_stop_during_approach_040,open palm stop during approach,halt,1,0.9502,0.7995,0.7688,0.3822,0,0.6011,halt,0,0.7441,halt,0,0.7721,halt,0
open_palm_stop_during_approach_041,open palm stop during approach,halt,1,0.7844,0.5272,0.5879,0.0,0,0.4899,move_to_target,0,0.6777,halt,0,0.6936,halt,0
open_palm_stop_during_approach_042,open palm stop during approach,halt,1,0.6732,0.6657,0.6331,0.2351,0,0.4782,move_to_target,0,0.6269,halt,0,0.6234,halt,0
open_palm_stop_during_approach_043,open palm stop during approach,halt,1,0.9436,0.6997,0.6241,0.187,0,0.6504,halt,0,0.7669,halt,0,0.6773,halt,0
open_palm_stop_during_approach_044,open palm stop during approach,halt,1,0.8309,0.7486,0.8556,0.4541,1,0.3058,move_to_target,1,0.4566,move_to_target,0,0.7129,halt,0
open_palm_stop_during_approach_045,open palm stop during approach,halt,1,0.9516,0.3,0.5193,0.003,0,0.479,move_to_target,0,0.8237,halt,0,0.7227,halt,0
open_palm_stop_during_approach_046,open palm stop during approach,halt,1,0.7105,0.565,0.4925,0.0,0,0.6034,halt,0,0.6173,halt,0,0.6893,halt,0
open_palm_stop_during_approach_047,open palm stop during approach,halt,1,0.7491,0.4233,0.8006,0.0,0,0.5163,move_to_target,0,0.6456,halt,0,0.6561,halt,0
open_palm_stop_during_approach_048,open palm stop during approach,halt,1,0.8113,1.0,0.4593,0.113,0,0.7227,halt,0,0.6858,halt,0,0.6192,halt,0
open_palm_stop_during_approach_049,open palm stop during approach,halt,1,0.8938,0.5171,0.7365,0.1743,0,0.4998,move_to_target,0,0.6883,halt,0,0.7139,halt,0
open_palm_stop_during_approach_050,open palm stop during approach,halt,1,0.8605,0.4254,0.5503,0.0297,0,0.446,move_to_target,0,0.6802,halt,0,0.702,halt,0
open_palm_stop_during_approach_051,open palm stop during approach,halt,1,0.8707,0.4413,0.698,0.1196,0,0.4408,move_to_target,0,0.7158,halt,0,0.7108,halt,0
open_palm_stop_during_approach_052,open palm stop during approach,halt,1,1.0,0.3134,0.6898,0.0348,0,0.4541,move_to_target,0,0.7293,halt,0,0.819,halt,0
open_palm_stop_during_approach_053,open palm stop during approach,halt,1,0.9747,0.5084,0.5763,0.0777,0,0.449,move_to_target,0,0.7622,halt,0,0.8265,halt,0
open_palm_stop_during_approach_054,open palm stop during approach,halt,1,0.941,0.4687,0.805,0.0638,0,0.4634,move_to_target,0,0.6946,halt,0,0.7561,halt,0
open_palm_stop_during_approach_055,open palm stop during approach,halt,1,0.9074,0.7743,0.7036,0.1346,0,0.5812,halt,0,0.8594,halt,0,0.7054,halt,0
open_palm_stop_during_approach_056,open palm stop during approach,halt,1,0.712,0.5704,0.4694,0.4015,0,0.3515,move_to_target,1,0.6024,halt,0,0.5972,halt,0
open_palm_stop_during_approach_057,open palm stop during approach,halt,1,0.68,0.6002,0.5658,0.0,0,0.6105,halt,0,0.655,halt,0,0.633,halt,0
open_palm_stop_during_approach_058,open palm stop during approach,halt,1,0.786,0.2639,0.4244,0.2219,0,0.1685,move_to_target,1,0.5243,halt,0,0.6454,halt,0
open_palm_stop_during_approach_059,open palm stop during approach,halt,1,1.0,0.4094,0.6656,0.1575,0,0.4277,move_to_target,0,0.7591,halt,0,0.7686,halt,0
open_palm_stop_during_approach_060,open palm stop during approach,halt,1,1.0,0.8006,0.5882,0.0743,0,0.6406,halt,0,0.8001,halt,0,0.8345,halt,0
open_palm_stop_during_approach_061,open palm stop during approach,halt,1,0.9823,0.4667,0.4851,0.0783,0,0.4856,move_to_target,0,0.8205,halt,0,0.7776,halt,0
open_palm_stop_during_approach_062,open palm stop during approach,halt,1,1.0,0.4964,0.7386,0.4349,0,0.3891,move_to_target,0,0.7929,halt,0,0.731,halt,0
open_palm_stop_during_approach_063,open palm stop during approach,halt,1,0.7579,0.4304,0.4958,0.0,0,0.4843,move_to_target,0,0.6756,halt,0,0.5967,halt,0
open_palm_stop_during_approach_064,open palm stop during approach,halt,1,0.7423,0.5434,0.6884,0.1321,0,0.4887,move_to_target,0,0.6425,halt,0,0.66,halt,0
open_palm_stop_during_approach_065,open palm stop during approach,halt,1,0.9369,0.6494,0.5357,0.2184,0,0.557,halt,0,0.7288,halt,0,0.7524,halt,0
open_palm_stop_during_approach_066,open palm stop during approach,halt,1,1.0,0.4767,0.6079,0.0854,0,0.4276,move_to_target,0,0.8075,halt,0,0.7707,halt,0
open_palm_stop_during_approach_067,open palm stop during approach,halt,1,1.0,0.5323,0.5467,0.2302,0,0.4267,move_to_target,0,0.7566,halt,0,0.6643,halt,0
open_palm_stop_during_approach_068,open palm stop during approach,halt,1,0.7607,0.5212,0.4737,0.0167,0,0.5209,halt,0,0.5567,halt,0,0.5729,halt,0
open_palm_stop_during_approach_069,open palm stop during approach,halt,1,0.8225,0.4361,0.4939,0.0587,0,0.4691,move_to_target,0,0.6864,halt,0,0.7409,halt,0
open_palm_stop_during_approach_070,open palm stop during approach,halt,1,0.8066,0.6423,0.5505,0.1017,0,0.475,move_to_target,0,0.6586,halt,0,0.7196,halt,0
open_palm_stop_during_approach_071,open palm stop during approach,halt,1,0.5081,0.8058,0.6756,0.0404,0,0.6562,halt,0,0.5425,halt,0,0.6749,halt,0
open_palm_stop_during_approach_072,open palm stop during approach,halt,1,1.0,0.2277,0.6142,0.0945,0,0.2848,move_to_target,1,0.6871,halt,0,0.8455,halt,0
open_palm_stop_during_approach_073,open palm stop during approach,halt,1,0.8353,0.5742,0.5116,0.0,0,0.511,move_to_target,0,0.8005,halt,0,0.7294,halt,0
open_palm_stop_during_approach_074,open palm stop during approach,halt,1,0.9661,0.4727,0.3982,0.0,0,0.4796,move_to_target,0,0.8371,halt,0,0.7076,halt,0
open_palm_stop_during_approach_075,open palm stop during approach,halt,1,0.9369,0.4365,0.6954,0.2199,0,0.3496,move_to_target,1,0.6593,halt,0,0.7892,halt,0
open_palm_stop_during_approach_076,open palm stop during approach,halt,1,0.7341,0.2636,0.6022,0.0,0,0.4193,move_to_target,0,0.671,halt,0,0.6434,halt,0
open_palm_stop_during_approach_077,open palm stop during approach,halt,1,0.9372,0.6831,0.6859,0.1239,0,0.5199,move_to_target,0,0.7776,halt,0,0.712,halt,0
open_palm_stop_during_approach_078,open palm stop during approach,halt,1,0.8002,0.5896,0.7329,0.0311,0,0.521,halt,0,0.7128,halt,0,0.7756,halt,0
open_palm_stop_during_approach_079,open palm stop during approach,halt,1,0.9725,0.7291,0.8438,0.0643,0,0.5505,halt,0,0.876,halt,0,0.8324,halt,0
open_palm_stop_during_approach_080,open palm stop during approach,halt,1,1.0,0.7257,0.6846,0.2361,0,0.5371,halt,0,0.7694,halt,0,0.8384,halt,0
open_palm_stop_during_approach_081,open palm stop during approach,halt,1,0.8615,0.3419,0.7198,0.1717,0,0.3761,move_to_target,1,0.7334,halt,0,0.6521,halt,0
open_palm_stop_during_approach_082,open palm stop during approach,halt,1,0.8672,1.0,0.7539,0.3362,0,0.7084,halt,0,0.6916,halt,0,0.8302,halt,0
open_palm_stop_during_approach_083,open palm stop during approach,halt,1,0.7936,0.5894,0.6065,0.1354,0,0.4861,move_to_target,0,0.6757,halt,0,0.6545,halt,0
open_palm_stop_during_approach_084,open palm stop during approach,halt,1,0.9796,0.4505,0.5747,0.0337,0,0.5652,halt,0,0.8308,halt,0,0.7329,halt,0
open_palm_stop_during_approach_085,open palm stop during approach,halt,1,0.7039,0.6704,0.5707,0.0,0,0.5925,halt,0,0.6673,halt,0,0.7372,halt,0
open_palm_stop_during_approach_086,open palm stop during approach,halt,1,0.8734,0.5714,0.6727,0.2213,0,0.4132,move_to_target,0,0.7461,halt,0,0.6669,halt,0
open_palm_stop_during_approach_087,open palm stop during approach,halt,1,0.8556,0.5656,0.4242,0.1754,0,0.5124,move_to_target,0,0.6512,halt,0,0.6467,halt,0
open_palm_stop_during_approach_088,open palm stop during approach,halt,1,0.6435,0.2884,0.5855,0.1145,0,0.3133,move_to_target,1,0.6182,halt,0,0.6271,halt,0
